Rank,University,Country,Score,Free
84,University of Zaragoza,Spain,57.7,免费评估
85,University of Agriculture Faisalabad,Pakistan,57.5,免费评估
86,Norwegian University of Life Sciences,Norway,57.4,免费评估
87,Universidad de Cordoba,Spain,57.3,免费评估
88,Utrecht University,Netherlands,57.1,免费评估
89,University of Saskatchewan,Canada,57.0,免费评估
90,Stellenbosch University,South Africa,56.7,免费评估
91,University of Bari,Italy,56.6,免费评估
92,University of Lorraine,France,56.5,免费评估
92,University of Seville,Spain,56.5,免费评估
94,蒙纳士大学Monash University,Australia,55.9,免费评估
94,University of Rovira i Virgili,Spain,55.9,免费评估
96,University of Belgrade,Serbia,55.6,免费评估
96,东英吉利大学University of East Anglia,United Kingdom,55.6,免费评估
98,Huazhong Agricultural University,China,55.3,免费评估
99,Polytechnic University of Madrid,Spain,55.2,免费评估
100,King Saud University,Saudi Arabia,54.7,免费评估
101,University of Buenos Aires,Argentina,54.6,免费评估
102,诺丁汉大学University of Nottingham,United Kingdom,53.4,免费评估
103,University of Toronto,Canada,53.3,免费评估
104,Kyoto University,Japan,52.8,免费评估
105,Federal University of Rio Grande do Sul,Brazil,52.7,免费评估
106,University of Santiago of Compostela,Spain,52.3,免费评估
107,Lincoln University,New Zealand,51.8,免费评估
107,Prince Songkla University,Thailand,51.8,免费评估
107,University of Montpellier,France,51.8,免费评估
110,Complutense University of Madrid,Spain,51.7,免费评估
110,Universidade Federal de Lavras,Brazil,51.7,免费评估
112,University of Vigo,Spain,51.6,免费评估
113,University of Tennessee,United States,51.5,免费评估
114,Hokkaido University,Japan,51.3,免费评估
115,Agricultural University of Athens,Greece,51.1,免费评估
116,弗吉尼亚理工大学Virginia Polytechnic Institute and State University,United States,51.0,免费评估
117,University of Giessen,Germany,50.9,免费评估
118,China Medical University Taiwan,Taiwan,50.8,免费评估
119,University of Arkansas,United States,50.7,免费评估
119,University of Ljubljana,Slovenia,50.7,免费评估
121,University of Zagreb,Croatia,50.6,免费评估
122,University of Florence,Italy,50.2,免费评估
123,Shanghai Jiao Tong University,China,50.1,免费评估
123,University of Liège,Belgium,50.1,免费评估
123,新英格兰大学University of New England,Australia,50.1,免费评估
126,Universiti Sains Malaysia,Malaysia,49.9,免费评估
127,University of Arizona,United States,49.7,免费评估
128,University of Missouri,United States,49.6,免费评估
129,National Chung Hsing University,Taiwan,49.5,免费评估
129,University of Padua,Italy,49.5,免费评估
131,Konkuk University,South Korea,49.3,免费评估
132,Islamic Azad University,Iran,49.2,免费评估
133,Kasetsart University,Thailand,49.1,免费评估
134,Federal University of Santa Catarina,Brazil,49.0,免费评估
135,Universidade Tecnica de Lisboa,Portugal,48.8,免费评估
136,University of Malaya,Malaysia,48.5,免费评估
137,Laval University,Canada,48.4,免费评估
138,Instituto Politecnico de Braganca,Portugal,48.0,免费评估
139,University of Burgundy,France,47.7,免费评估
140,University of the Republic - Uruguay,Uruguay,47.5,免费评估
141,Beijing Forestry University,China,47.4,免费评估
142,Kyushu University,Japan,47.1,免费评估
143,Kyungpook National University,South Korea,46.9,免费评估
143,Louisiana State University--Baton Rouge,United States,46.9,免费评估
145,Aristotle University of Thessaloniki,Greece,46.8,免费评估
146,Chonnam National University,South Korea,46.6,免费评估
147,University of Kiel,Germany,46.3,免费评估
148,Autonomous University of Madrid,Spain,46.2,免费评估
149,Autonomous University of Barcelona,Spain,45.8,免费评估
150,Universidade Federal de Santa Maria (UFSM),Brazil,45.7,免费评估
151,University of Parma,Italy,45.6,免费评估
151,Warsaw University of Life Sciences,Poland,45.6,免费评估
153,Korea University,South Korea,45.2,免费评估
154,Universidad Miguel Hernandez de Elche,Spain,44.7,免费评估
155,Tarbiat Modares University,Iran,44.6,免费评估
156,University of Turin,Italy,44.5,免费评估
157,Hebrew University of Jerusalem,Israel,44.2,免费评估
158,Chungnam National University,South Korea,43.5,免费评估
159,Kangwon National University,South Korea,43.3,免费评估
160,University of Catania,Italy,42.5,免费评估
161,查尔斯特大学Charles Sturt University,Australia,42.2,免费评估
162,Universidad de Extremadura,Spain,41.7,免费评估
163,Universidade Estadual de Londrina,Brazil,41.0,免费评估
163,University of Palermo,Italy,41.0,免费评估
165,Kyung Hee University,South Korea,40.9,免费评估
165,Texas Tech University,United States,40.9,免费评估
167,National University La Plata,Argentina,40.7,免费评估
168,South China Agricultural University,China,40.5,免费评估
168,Universitat Kassel,Germany,40.5,免费评估
170,University of Chile,Chile,40.3,免费评估
171,University of Kentucky,United States,40.2,免费评估
172,National Autonomous University of Mexico,Mexico,40.1,免费评估
172,University of Novi Sad,Serbia,40.1,免费评估
174,Federal University of Paraná,Brazil,40.0,免费评估
174,Universidade Estadual de Maringa,Brazil,40.0,免费评估
176,Federal University of Rio de Janeiro,Brazil,39.6,免费评估
177,Erciyes University,Turkey,39.2,免费评估
178,Oklahoma State University,United States,39.1,免费评估
178,Universidade Federal de Pelotas,Brazil,39.1,免费评估
180,Mississippi State University,United States,38.8,免费评估
181,Clemson University,United States,38.2,免费评估
181,Czech University of Life Sciences Prague,Czech Republic,38.2,免费评估
183,Ege University,Turkey,37.2,免费评估
184,Chung Ang University,South Korea,37.1,免费评估
185,Cukurova University,Turkey,36.6,免费评估
186,University of Perugia,Italy,36.5,免费评估
187,Pontificia University Católica de Chile,Chile,36.3,免费评估
188,University of Murcia,Spain,36.1,免费评估
189,Ankara University,Turkey,35.9,免费评估
190,Southwest University - China,China,35.8,免费评估
191,Federal University of Minas Gerais,Brazil,35.7,免费评估
192,Shandong Agricultural University,China,35.4,免费评估
193,Jiangsu University,China,35.3,免费评估
194,University of Pretoria,South Africa,35.2,免费评估
195,爱达荷大学University of Idaho,United States,34.7,免费评估
196,National Polytechnic Institute,Mexico,34.6,免费评估
197,North Dakota State University,United States,34.5,免费评估
197,Sichuan Agricultural University,China,34.5,免费评估
199,Cairo University,Egypt,34.3,免费评估
200,Ataturk University,Turkey,34.0,免费评估
