Ranking,University Name,Location,Teaching,International Outlook,Research,Citations,Industry Income,Overall score,Free
41,Heidelberg University,Germany,63.8,41.4,75.9,54.9,39.8,61.8,免费评估
42,Vanderbilt University,United States,56.0,43.9,61.3,71.4,37.3,61.5,免费评估
43,University of Southern California,United States,59.1,34.8,62.0,68.5,44.6,61.0,免费评估
44,Tilburg University,Netherlands,42.0,74.3,57.5,72.7,91.5,60.6,免费评估
45,University of Rochester,United States,42.6,39.9,66.1,76.4,37.4,60.5,免费评估
46,The University of Tokyo,Japan,79.9,33.0,71.3,40.2,48.0,59.3,免费评估
46,Utrecht University,Netherlands,54.7,48.2,59.9,65.3,50.3,59.3,免费评估
48,Humboldt University of Berlin,Germany,49.3,59.4,54.7,70.7,54.7,59.2,免费评估
49,Arizona State University (Tempe),United States,56.7,27.6,58.2,69.4,38.3,58.9,免费评估
49,KU Leuven,Belgium,43.8,71.8,53.4,69.2,99.9,58.9,免费评估
51,Emory University,United States,55.4,32.5,63.0,65.1,37.3,58.7,免费评估
52,National University of Singapore,Singapore,51.1,78.9,60.1,57.4,75.2,58.5,免费评估
52,UNSW Sydney,Australia,39.3,74.1,64.0,66.8,47.3,58.5,免费评估
54,University of Hong Kong,Hong Kong,50.9,98.5,57.1,58.3,39.4,58.4,免费评估
55,Boston University,United States,49.9,38.8,69.4,61.9,38.2,58.3,免费评估
56,"University of California, Santa Barbara",United States,36.6,47.3,50.5,79.1,95.1,57.6,免费评估
56,"University of Maryland, College Park",United States,55.5,25.9,54.6,69.4,42.4,57.6,免费评估
56,Peking University,China,66.8,69.1,52.9,52.1,49.3,57.6,免费评估
56,Vrije Universiteit Amsterdam,Netherlands,44.9,56.2,59.6,65.3,73.0,57.6,免费评估
60,Indiana University,United States,56.0,32.3,62.5,59.3,52.3,57.1,免费评估
61,Australian National University,Australia,48.6,80.0,41.7,70.6,52.5,56.9,免费评估
62,伯明翰大学University of Birmingham,United Kingdom,63.3,73.6,45.2,57.5,39.1,56.5,免费评估
62,Dartmouth College,United States,69.0,38.3,33.4,70.0,37.3,56.5,免费评估
62,University of Tübingen,Germany,53.4,45.6,47.2,69.8,39.1,56.5,免费评估
65,Florida State University,United States,45.5,32.6,61.5,66.7,41.3,56.2,免费评估
65,University of Geneva,Switzerland,50.3,96.3,54.1,54.4,48.5,56.2,免费评估
67,University of Queensland,Australia,38.9,84.9,59.0,60.8,58.8,56.0,免费评估
68,University of Sydney,Australia,48.7,64.8,47.0,63.8,92.2,55.8,免费评估
69,Radboud University Nijmegen,Netherlands,33.1,77.4,65.1,62.2,39.7,55.6,免费评估
70,National Taiwan University,Taiwan,60.3,47.4,51.2,56.3,43.9,55.0,免费评估
71,University of Connecticut,United States,49.7,25.1,52.6,68.4,38.0,54.9,免费评估
71,肯特大学University of Kent,United Kingdom,38.1,84.9,33.5,79.6,37.9,54.9,免费评估
73,Chinese University of Hong Kong,Hong Kong,47.6,92.0,58.7,49.9,40.7,54.6,免费评估
74,Ghent University,Belgium,28.8,61.2,62.2,66.5,63.5,54.5,免费评估
74,University of Vienna,Austria,52.7,94.8,33.4,65.1,38.1,54.5,免费评估
76,University of Florida,United States,47.9,18.5,57.5,65.8,38.6,54.4,免费评估
76,Free University of Berlin,Germany,43.1,63.0,50.4,65.3,44.3,54.4,免费评估
78,卡迪夫大学Cardiff University,United Kingdom,49.9,69.9,41.3,65.7,41.3,54.3,免费评估
79,Kyoto University,Japan,64.3,33.5,68.3,36.8,92.6,54.2,免费评估
80,约克大学The University of York,United Kingdom,44.6,72.0,39.5,69.0,37.5,53.6,免费评估
81,University of Illinois at Chicago,United States,38.9,28.2,48.4,74.4,50.2,53.4,免费评估
82,University of Pittsburgh-Pittsburgh campus,United States,32.7,22.8,60.6,71.5,38.0,53.3,免费评估
83,Hebrew University of Jerusalem,Israel,42.4,55.8,55.8,59.8,42.5,53.1,免费评估
84,Maastricht University,Netherlands,46.8,94.6,34.2,62.2,59.8,52.7,免费评估
85,"伦敦大学伯克贝克学院Birkbeck, University Of London",United Kingdom,37.4,80.0,46.2,63.4,37.3,52.1,免费评估
85,University of Mannheim,Germany,45.9,33.6,45.1,64.9,73.3,52.1,免费评估
87,York University,Canada,38.6,58.2,51.6,61.5,53.2,52.0,免费评估
88,Queen’s University,Canada,39.1,55.5,34.5,73.9,51.3,51.6,免费评估
89,University of Auckland,New Zealand,41.6,78.3,42.6,61.2,39.9,51.5,免费评估
89,Northeastern University,United States,47.2,45.8,25.3,77.1,43.4,51.5,免费评估
89,萨塞克斯大学University of Sussex,United Kingdom,45.1,79.9,34.6,64.6,38.4,51.5,免费评估
92,University of Arizona,United States,43.7,25.5,44.4,68.0,48.5,51.1,免费评估
93,Université Catholique de Louvain,Belgium,46.5,65.0,47.4,53.7,58.5,51.0,免费评估
94,University of Basel,Switzerland,33.0,94.1,35.9,64.5,91.6,50.9,免费评估
94,TU Dresden,Germany,39.9,51.2,37.3,70.7,44.9,50.9,免费评估
96,University of Colorado Boulder,United States,26.8,27.0,49.5,75.3,46.2,50.5,免费评估
96,University of Georgia,United States,54.0,20.8,43.9,59.8,42.4,50.5,免费评估
98,University of Iowa,United States,41.1,31.9,44.5,67.3,37.3,50.4,免费评估
98,University of Miami,United States,52.1,24.9,43.0,61.0,42.3,50.4,免费评估
100,Georgia Institute of Technology,United States,43.1,36.1,28.9,76.3,37.4,50.1,免费评估
